Ensembl Gene ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)	Gene Biotype	Transcript count
ENSDARG00000058733	ihha	9	7400265	7408794	protein_coding	1
ENSDARG00000068141	tnfsf11	9	18539506	18559516	protein_coding	1
ENSDARG00000061784	arhgap25	5	22964375	22987397	protein_coding	1
ENSDARG00000063288	slc2a11b	5	10922206	10953785	protein_coding	3
ENSDARG00000015161	zgc:92664	7	27198982	27202446	protein_coding	1
ENSDARG00000097483	si:ch211-213d14.2	15	16771930	16776041	protein_coding	4
ENSDARG00000058827	zgc:113102	3	7850399	7858448	protein_coding	1
ENSDARG00000008811	cmtm3	7	45596171	45609228	protein_coding	2
ENSDARG00000063621	aadac	15	1043532	1062258	protein_coding	1
ENSDARG00000055475	rps27.2	16	26027909	26039777	protein_coding	3
ENSDARG00000071062	hps5	25	3115128	3159121	protein_coding	3
ENSDARG00000004840	rassf1	22	10755238	10768670	protein_coding	4
ENSDARG00000070389	foxf2b	20	26719643	26722551	protein_coding	1
ENSDARG00000074094	tgm2b	6	1929466	1954565	protein_coding	2
ENSDARG00000093115	si:ch211-255g12.9	8	7461635	7462601	processed_transcript	1
ENSDARG00000095632	si:dkey-189j19.1	1	19262413	19334433	processed_transcript	2
ENSDARG00000058297	timm13	22	10881265	10884885	protein_coding	1
ENSDARG00000021288	MIER3 (2 of 2)	8	17662901	17676474	protein_coding	1
ENSDARG00000015164	mknk2b	8	20976902	20988393	protein_coding	3
ENSDARG00000005251	rpe	9	25058789	25064806	protein_coding	3
ENSDARG00000056102	uxs1	9	6296401	6411412	protein_coding	2
ENSDARG00000078327	CEP170B (2 of 3)	20	3141895	3164179	protein_coding	2
ENSDARG00000004953	mxb	1	6454788	6484171	protein_coding	4
ENSDARG00000004869	penka	2	11299996	11304124	protein_coding	1
ENSDARG00000075139	hdac5	3	23171218	23267697	protein_coding	2
ENSDARG00000097320	si:ch211-217n8.6	15	16395382	16397078	lincRNA	1
ENSDARG00000097620	si:ch211-210b2.1	15	626513	632208	protein_coding	1
ENSDARG00000004726	trappc11	14	7289060	7343161	protein_coding	1
ENSDARG00000000183	ptpn4b	22	11889988	11943467	protein_coding	3
ENSDARG00000036567	aanat1	6	22265935	22268482	protein_coding	2
ENSDARG00000057026	ran	14	22686804	22695181	protein_coding	4
ENSDARG00000035797	si:dkey-17m8.2	16	20213199	20216064	protein_coding	1
ENSDARG00000089758	si:dkey-11o15.7	21	13549431	13564286	protein_coding	2
ENSDARG00000094882	illr2	19	3837890	3841304	protein_coding	1
ENSDARG00000055897	zgc:154093	15	23047062	23053285	protein_coding	1
ENSDARG00000069159	rab38b	10	25900835	25912318	protein_coding	2
ENSDARG00000009285	rpl15	19	19373861	19381684	protein_coding	5
ENSDARG00000074271	wrb	15	5791936	5810632	protein_coding	1
ENSDARG00000059729	si:ch211-89f7.1	5	14630172	14671653	protein_coding	2
ENSDARG00000079931	snx19b	15	16460749	16508741	protein_coding	3
ENSDARG00000095538	senp3a	5	25889092	25900074	protein_coding	1
ENSDARG00000039365	cuedc2	13	30148999	30159861	protein_coding	4
ENSDARG00000094526	ksr2	5	13379670	13501138	protein_coding	2
ENSDARG00000078102	PSD (1 of 2)	13	22877295	22921528	protein_coding	2
ENSDARG00000045589	kcnj8	4	13782894	13785246	protein_coding	1
ENSDARG00000036168	nfatc1	19	22701075	22788831	protein_coding	1
ENSDARG00000003899	zdhhc23b	24	21731288	21740059	protein_coding	1
ENSDARG00000043442	MAL (2 of 3)	11	31506359	31511617	protein_coding	2
ENSDARG00000070156	zgc:162971	21	2688845	2696289	protein_coding	2
ENSDARG00000094748	si:dkey-14o18.7	19	10299053	10306044	antisense	1
ENSDARG00000039099	zgc:113413	7	9179702	9181584	protein_coding	2
ENSDARG00000078522	si:ch211-80h18.1	19	3649380	3689819	protein_coding	6
ENSDARG00000094759	si:dkey-85k15.7	16	15758273	15768463	protein_coding	1
ENSDARG00000091968	si:dkey-50i6.6	21	2660282	2662612	protein_coding	1
ENSDARG00000093317	si:ch211-209j10.6	23	19075392	19083790	protein_coding	3
ENSDARG00000056932	tfip11	23	18019711	18036818	protein_coding	1
ENSDARG00000090714	gaa	3	18142401	18164515	protein_coding	2
ENSDARG00000019223	arglu1a	9	27119480	27129971	protein_coding	2
ENSDARG00000095901	COL18A1 (2 of 2)	6	22396250	22397527	protein_coding	1
ENSDARG00000045140	lcmt1	12	21730869	21762245	protein_coding	3
ENSDARG00000020795	rac3b	12	3614629	3633776	protein_coding	2
ENSDARG00000042232	specc1lb	21	11435024	11489417	protein_coding	3
ENSDARG00000055154	slc8a4a	21	26441727	26580309	protein_coding	2
ENSDARG00000096153	SSC5D (6 of 9)	4	10189138	10197141	protein_coding	1
ENSDARG00000045785	C25H12orf29	25	18412714	18421965	protein_coding	1
ENSDARG00000094598	si:dkey-15h8.16	22	3123350	3131026	protein_coding	9
ENSDARG00000057426	oard1	23	19508931	19514259	protein_coding	1
ENSDARG00000016875	gys1	3	16341995	16367299	protein_coding	3
ENSDARG00000037539	tnnc1b	23	20398636	20401146	protein_coding	1
ENSDARG00000056233	TMEM179B (1 of 2)	7	21067370	21080845	protein_coding	4
ENSDARG00000097914	si:dkey-25e11.13	19	19200514	19336912	processed_transcript	4
ENSDARG00000045399	cct5	24	17454293	17462002	protein_coding	1
ENSDARG00000027825	naa50	24	21783303	21792065	protein_coding	4
ENSDARG00000071487	C21H18orf54	21	1952470	1967162	protein_coding	7
ENSDARG00000031640	si:dkey-109j17.5	23	19491186	19492154	processed_transcript	1
ENSDARG00000077852	samd11	23	23314851	23418043	protein_coding	4
ENSDARG00000036457	cacng6a	19	10409258	10420784	protein_coding	2
ENSDARG00000096957	cln8	17	25016851	25025758	antisense	3
ENSDARG00000017781	hsd17b10	23	18542766	18552079	protein_coding	1
ENSDARG00000077353	rerea	23	23079517	23222665	protein_coding	3
ENSDARG00000087176	si:dkeyp-118e10.5	15	15118473	15140511	protein_coding	1
ENSDARG00000095072	si:dkey-26g8.4	12	17962596	18008271	protein_coding	2
ENSDARG00000045416	mppe1	24	8779687	8802335	protein_coding	2
ENSDARG00000042727	EXO5	15	24438369	24447574	protein_coding	3
ENSDARG00000062060	gmeb1	19	15496473	15521221	protein_coding	4
ENSDARG00000023516	ctage5	17	12908906	12936163	protein_coding	5
ENSDARG00000055288	slmo1	16	27515048	27524863	protein_coding	2
ENSDARG00000096837	si:dkey-167o9.3	15	18482361	18483469	lincRNA	1
ENSDARG00000057272	slc30a9	14	47025887	47046188	protein_coding	3
ENSDARG00000004594	znf800a	25	27767853	27778892	protein_coding	2
ENSDARG00000031214	arcn1b	15	17045885	17059229	protein_coding	2
ENSDARG00000039579	cfd	13	13542694	13545347	protein_coding	1
ENSDARG00000070654	pex5	16	13812635	13847401	protein_coding	3
ENSDARG00000052271	slc22a18	7	40930516	40945040	protein_coding	2
ENSDARG00000025914	si:dkey-190g11.3	8	17588977	17597037	protein_coding	3
ENSDARG00000057105	nle1	10	23329996	23359106	protein_coding	2
ENSDARG00000004871	mst1rb	11	36053455	36079542	protein_coding	2
ENSDARG00000043686	olfcg2	14	17827236	17830859	protein_coding	1
ENSDARG00000070890	si:dkey-155d18.1	20	19008615	19015125	lincRNA	2
ENSDARG00000090698	LRRC52 (1 of 2)	20	16372789	16444478	protein_coding	1
ENSDARG00000042270	arsa	18	7695741	7708141	protein_coding	1
ENSDARG00000093410	si:ch211-231d19.1	9	26600950	26675499	processed_transcript	1
ENSDARG00000013076	bmi1b	2	20960930	20966517	protein_coding	3
ENSDARG00000096110	TSG101 (5 of 5)	25	26110361	26112858	protein_coding	1
ENSDARG00000097569	si:dkey-1f1.3	15	21913387	21916382	protein_coding	2
ENSDARG00000096886	HEPHL1 (3 of 3)	15	2457090	2461985	protein_coding	1
ENSDARG00000045799	acanb	25	19703944	19714370	protein_coding	2
ENSDARG00000094990	si:dkey-91f15.1	6	22738048	22749767	protein_coding	2
ENSDARG00000019902	rcv1	16	15663113	15673010	protein_coding	1
ENSDARG00000010482	prg4a	2	20566497	20584574	protein_coding	3
ENSDARG00000093893	CCBL2 (3 of 4)	6	21426394	21440956	protein_coding	2
ENSDARG00000017841	cand1	4	12476554	12489971	protein_coding	1
ENSDARG00000078241	MAP7 (2 of 2)	17	15892687	15911144	protein_coding	1
ENSDARG00000014907	htra1b	12	12494768	12563669	protein_coding	1
ENSDARG00000057121	C7 (2 of 2)	21	19729380	19743166	protein_coding	1
ENSDARG00000068702	lysmd4	18	24345883	24356368	protein_coding	1
ENSDARG00000056330	mhc2dbb	18	29872428	29875206	protein_coding	1
ENSDARG00000056506	si:ch73-113g13.2	18	22493355	22494311	protein_coding	2
ENSDARG00000030176	ITGB1BP2	7	24894860	24913075	protein_coding	5
ENSDARG00000096825	si:zfos-496c3.2	6	3871452	3874591	lincRNA	1
ENSDARG00000058102	sardh	10	10353224	10527714	protein_coding	3
ENSDARG00000011023	pdlim3a	1	16463748	16477756	protein_coding	1
ENSDARG00000078125	rusc1	16	15791468	15824231	protein_coding	4
ENSDARG00000037432	haus7	23	20110969	20120304	protein_coding	5
ENSDARG00000094225	si:dkey-28d5.7	7	5026351	5028249	protein_coding	3
ENSDARG00000030945	si:ch211-259g3.4	15	15142162	15196618	protein_coding	2
ENSDARG00000059672	ARHGAP36	7	52819637	52916487	protein_coding	3
ENSDARG00000039263	zbtb48	23	25227777	25242494	protein_coding	3
ENSDARG00000075501	cdnf	4	8650204	8654638	protein_coding	1
ENSDARG00000037409	tmem144a	1	20095811	20104128	protein_coding	2
ENSDARG00000005942	v2rl1	18	32452939	32469977	protein_coding	2
ENSDARG00000030750	gabrr3b	24	25866852	25883377	protein_coding	2
ENSDARG00000074930	MSMP	19	11470233	11476911	protein_coding	2
ENSDARG00000092964	si:ch211-214c11.4	19	23922395	23923662	protein_coding	1
ENSDARG00000097768	ltbp1	17	22929154	22947867	protein_coding	1
ENSDARG00000075263	ankrd1a	17	23292799	23299763	protein_coding	1
ENSDARG00000097733	adnpa	11	26301855	26342455	antisense	1
ENSDARG00000058930		6	7205232	7209036	protein_coding	1
ENSDARG00000002479	ercc6l	5	25582520	25595454	protein_coding	1
ENSDARG00000092083	si:dkey-115f9.1	4	10844521	10845271	antisense	1
ENSDARG00000005673	f3b	2	14921325	14927551	protein_coding	1
ENSDARG00000087324	crygm2d1	9	23371923	23372927	protein_coding	1
ENSDARG00000073808	WDR31	5	10890952	10909862	protein_coding	2
ENSDARG00000034007	prom1b	1	21487025	21531239	protein_coding	4
ENSDARG00000037371	dcun1d1	2	7482658	7495864	protein_coding	2
ENSDARG00000055365	si:dkey-25e12.3	20	26573290	26580840	protein_coding	4
ENSDARG00000024546	cpla2	2	20721899	20753362	protein_coding	1
ENSDARG00000042980	cyp2p7	20	25598301	25603417	protein_coding	1
ENSDARG00000056911	or133-1	21	20486796	20487758	protein_coding	1
ENSDARG00000055996	rps8a	2	26646616	26650038	protein_coding	6
ENSDARG00000008936	sec11a	18	26732450	26742090	protein_coding	1
ENSDARG00000094174	si:dkey-233h12.1	23	20222452	20241639	sense_overlapping	1
ENSDARG00000015399	foxf1	18	30791440	30794568	protein_coding	1
ENSDARG00000000943	dzip1	6	7166378	7197114	protein_coding	4
ENSDARG00000096469	si:dkey-158e13.15	19	23605975	23606201	pseudogene	1
ENSDARG00000079671	lppr4a	2	18845341	18884577	protein_coding	1
ENSDARG00000002945	bgnb	23	20302580	20339919	protein_coding	4
ENSDARG00000097940	si:rp71-84d9.4	17	12119054	12123439	protein_coding	1
ENSDARG00000056557	copb1	7	28928348	28946102	protein_coding	1
ENSDARG00000056921	ankk1	15	20975671	20986596	protein_coding	1
ENSDARG00000089221		17	24719913	24745046	protein_coding	2
ENSDARG00000002635	FAM184A (1 of 2)	17	15150671	15223943	protein_coding	1
ENSDARG00000073872	tpst1	15	19614328	19692939	protein_coding	2
ENSDARG00000057025	chrna2b	20	19865780	19896675	protein_coding	2
ENSDARG00000021220	hmgcl	17	24683835	24694884	protein_coding	3
ENSDARG00000074858	STARD7	10	17730236	17740971	protein_coding	2
ENSDARG00000096982	si:dkey-31b16.16	23	24895931	24898993	antisense	1
ENSDARG00000095384		22	19723846	19726430	protein_coding	2
ENSDARG00000045143	hbbe2	12	21702358	21703122	protein_coding	1
ENSDARG00000003684	obsl1a	6	22841527	22873639	protein_coding	3
ENSDARG00000086933	tnni3k	8	18477819	18499717	protein_coding	1
ENSDARG00000058513	gfra1a	13	20521783	20657667	protein_coding	2
ENSDARG00000009351	fgf6a	25	17302404	17308946	protein_coding	1
ENSDARG00000094980	si:ch211-9f20.4	4	11187318	11289334	antisense	3
ENSDARG00000034826	park7	11	42557105	42571428	protein_coding	3
ENSDARG00000087330	maza	3	21186550	21332644	protein_coding	2
ENSDARG00000029866	slc6a14	11	21827225	21847773	protein_coding	1
ENSDARG00000061986	tbc1d2b	25	26456513	26512149	protein_coding	2
ENSDARG00000070903	met	25	19071167	19166361	protein_coding	2
ENSDARG00000040982	fgf14	9	32871352	32948731	protein_coding	1
ENSDARG00000055831	si:dkey-182g1.6	22	8805409	8833136	processed_transcript	2
ENSDARG00000019179	lrit1a	13	29685851	29691160	protein_coding	2
ENSDARG00000062236	ndrg4	25	12569110	12618686	protein_coding	6
ENSDARG00000079479	gpr4	15	28171620	28209166	protein_coding	2
ENSDARG00000004618	stx2a	21	16462871	16468324	protein_coding	2
ENSDARG00000092129	si:dkey-238n5.3	6	21357846	21367667	protein_coding	1
ENSDARG00000089511	si:ch73-78o10.1	24	33101258	33109534	protein_coding	3
ENSDARG00000006782	rb1	21	22075717	22132576	protein_coding	1
ENSDARG00000059613	nprl2	6	24036547	24053457	protein_coding	2
ENSDARG00000055426	rwdd2b	20	26934765	26945523	protein_coding	3
ENSDARG00000019312	tmem230	21	29284526	29289182	protein_coding	1
ENSDARG00000036231	hoxa3a	19	19220695	19245990	protein_coding	9
ENSDARG00000040568	pdzd3a	15	22806410	22821298	protein_coding	2
ENSDARG00000078502		8	18294647	18304123	protein_coding	1
ENSDARG00000094232	si:dkey-242h9.4	18	18890758	18892462	processed_transcript	1
ENSDARG00000067711	parvg	25	5403041	5419138	protein_coding	1
ENSDARG00000097634	si:ch211-266g18.7	17	15263909	15270025	processed_transcript	1
ENSDARG00000061208	rab40c	3	26230413	26265982	protein_coding	1
ENSDARG00000071592	aqp8a.2	12	21707632	21714554	protein_coding	1
ENSDARG00000093078	plscr3a	5	25903401	25907668	protein_coding	2
ENSDARG00000018693	cdh2	20	17786020	17865155	protein_coding	2
ENSDARG00000062154	dip2c	24	27893528	28093295	protein_coding	4
ENSDARG00000053820	pcmtd2	23	30994383	31002898	protein_coding	1
ENSDARG00000054010	scaf1	3	32614758	32627597	protein_coding	4
ENSDARG00000077666	evi5a	2	10501015	10527032	protein_coding	3
ENSDARG00000040008	neurod6a	24	33617183	33680378	protein_coding	2
ENSDARG00000095377	si:ch211-28e16.4	23	22870366	22885512	antisense	1
ENSDARG00000004687	acaa1	24	20933764	20940912	protein_coding	1
ENSDARG00000058996	jam2a	1	469281	482944	protein_coding	3
ENSDARG00000094790	si:ch211-214c11.6	19	23954745	23956971	protein_coding	2
ENSDARG00000043004	si:dkeyp-117h8.4	20	25669077	25674757	protein_coding	5
ENSDARG00000079978	samd10a	8	23830247	23859069	protein_coding	1
ENSDARG00000070266	spock3	1	19416494	19487600	protein_coding	4
ENSDARG00000011496	ppm1bb	12	26960278	27012961	protein_coding	3
ENSDARG00000021611		23	25460021	25510012	protein_coding	4
ENSDARG00000075450	mkxa	12	24311157	24358575	protein_coding	2
ENSDARG00000056307	znf706	19	12828284	12834922	protein_coding	4
ENSDARG00000030512	tsnaxip1	18	21712452	21731462	protein_coding	3
ENSDARG00000001781	tspan11	4	10237618	10264480	protein_coding	2
ENSDARG00000073681	zfhx3	7	70493841	70652401	protein_coding	1
ENSDARG00000012981	osbpl7	12	30321750	30343118	protein_coding	2
ENSDARG00000089200	si:dkey-103g5.4	15	20844061	20905205	protein_coding	2
ENSDARG00000040822	fundc1	9	34741336	34742987	protein_coding	4
ENSDARG00000094957	si:dkey-7m11.1	1	30344793	30352503	sense_intronic	1
ENSDARG00000094807	si:dkey-45j10.2	13	13527992	13529155	processed_transcript	1
ENSDARG00000036500	fam122b	14	32399837	32415255	protein_coding	2
ENSDARG00000094538	si:dkey-65l23.1	21	17682088	17694735	antisense	2
ENSDARG00000071395	camk2g1	12	35817348	35977128	protein_coding	4
ENSDARG00000081299	si:ch211-152f6.6	3	15290378	15311361	processed_transcript	2
ENSDARG00000059770	cpt1a	7	50262522	50287109	protein_coding	3
ENSDARG00000094323	si:dkey-180i4.2	5	32029910	32031609	processed_transcript	1
ENSDARG00000036778	hbs1l	23	32006996	32048807	protein_coding	4
ENSDARG00000052721	PRIM2	13	23712172	23836259	protein_coding	4
ENSDARG00000075178	lpcat3	16	13924444	13986369	protein_coding	1
ENSDARG00000044622	POLQ	21	21966180	21986883	protein_coding	1
ENSDARG00000043658	cxadr	10	27731536	27793733	protein_coding	1
ENSDARG00000079366	ppp1r9b	3	23539945	23618852	protein_coding	2
ENSDARG00000036158	nudcd1	19	23245378	23329742	protein_coding	1
ENSDARG00000088383	cox5aa	25	29941849	29946829	protein_coding	2
ENSDARG00000035890	fuca1	19	33870883	33875837	protein_coding	1
ENSDARG00000074265	dzip1l	6	26018196	26061407	protein_coding	3
ENSDARG00000038112	si:dkeyp-59c12.1	18	25009219	25010399	protein_coding	1
ENSDARG00000022659	snx4	9	39640390	39673511	protein_coding	3
ENSDARG00000044691	ppp1r3b	21	18744331	18747809	protein_coding	4
ENSDARG00000071360	morn2	17	24509437	24512844	protein_coding	1
ENSDARG00000093565	si:dkeyp-35f11.2	8	14931304	14969389	processed_transcript	2
ENSDARG00000094682	taar32	10	41995721	41996752	protein_coding	2
ENSDARG00000037559	uba1	23	20929034	20953171	protein_coding	4
ENSDARG00000035569	cyp1d1	5	27251207	27265935	protein_coding	1
ENSDARG00000002916	sec31b	12	49707841	49761042	protein_coding	4
ENSDARG00000071341	abch1	17	24365342	24392834	protein_coding	3
ENSDARG00000056057	GREM2 (2 of 2)	17	19560154	19579332	protein_coding	2
ENSDARG00000097695	si:ch211-87m19.5	15	19741054	19742758	processed_transcript	1
ENSDARG00000071653	si:ch73-256j6.2	22	4567988	4572274	protein_coding	2
ENSDARG00000069009		8	22891149	22895846	protein_coding	6
ENSDARG00000097711	si:ch1073-526c11.2	11	43234836	43239328	antisense	1
ENSDARG00000098012	ITGAE (2 of 2)	15	16215542	16232738	protein_coding	1
ENSDARG00000013491	map3k9	13	36561633	36586300	protein_coding	2
ENSDARG00000062712	si:dkey-236e20.7	22	15530064	15531050	protein_coding	2
ENSDARG00000094326	or124-2	21	20617028	20617960	protein_coding	1
ENSDARG00000074428	hhat	17	25619020	25673259	protein_coding	1
ENSDARG00000060775	arl10	21	35892447	35920071	protein_coding	4
ENSDARG00000059993	trpm4a	3	32629443	32655923	protein_coding	2
ENSDARG00000006353	itga5	23	33661296	33771832	protein_coding	2
ENSDARG00000076411	ptrfa	3	16596076	16632321	protein_coding	1
ENSDARG00000068128		18	27022220	27032377	protein_coding	2
ENSDARG00000074759	ccar1	13	18415272	18484059	protein_coding	6
ENSDARG00000094899	si:ch1073-143l10.2	10	23107665	23112569	protein_coding	1
ENSDARG00000045634	lmod2a	25	28682819	28686542	protein_coding	1
ENSDARG00000024092	lmbr1	7	42050533	42107062	protein_coding	1
ENSDARG00000035540	brwd3	5	24757347	24779866	protein_coding	2
ENSDARG00000036335	c1galt1c1	14	34490501	34496057	protein_coding	2
ENSDARG00000094197	si:ch211-196c10.11	8	24098539	24103139	protein_coding	2
ENSDARG00000068969	TNFRSF14 (3 of 12)	8	23045983	23062975	protein_coding	2
ENSDARG00000059674	lrp12	19	17177834	17199291	protein_coding	1
ENSDARG00000027469	hsd17b1	3	17767912	17776090	protein_coding	1
ENSDARG00000008772	cacng1	6	23156001	23176975	protein_coding	1
ENSDARG00000055128	armc4	12	24376139	24478721	protein_coding	3
ENSDARG00000056894	si:dkey-43b14.7	2	23195649	23238279	protein_coding	2
ENSDARG00000077138	zgc:195173	24	34513414	34518763	protein_coding	3
ENSDARG00000013438	sycp3	25	20068120	20075082	protein_coding	2
ENSDARG00000038237	tbc1d12a	17	23065949	23083702	protein_coding	1
ENSDARG00000074137	C2CD3	15	14277773	14324278	protein_coding	2
ENSDARG00000054680	chrna9	1	22182712	22192005	protein_coding	2
ENSDARG00000061922	DHX36	7	71019186	71255351	protein_coding	1
ENSDARG00000094325	RASSF7 (3 of 3)	25	26330591	26368151	protein_coding	2
ENSDARG00000044091	pitpnab	10	24754947	24802508	protein_coding	2
ENSDARG00000077101	zbtb10	19	33123334	33145773	protein_coding	1
ENSDARG00000004473	tbx21	12	30297350	30318978	protein_coding	1
ENSDARG00000004581	sel1l	20	27017023	27032905	protein_coding	1
ENSDARG00000035556	rps6ka3a	5	25678603	25698163	protein_coding	1
ENSDARG00000054177	gpr123	12	30721684	30759759	protein_coding	2
ENSDARG00000096658	si:dkey-4p15.4	15	18546345	18549443	protein_coding	1
ENSDARG00000056914	EMG1	16	19316189	19319811	protein_coding	1
ENSDARG00000003865	pard6b	23	19355246	19392405	protein_coding	1
ENSDARG00000095227	si:ch211-231m1	6	16928378	16930037	protein_coding	2
ENSDARG00000096734	si:ch211-195d17.4	20	29713544	29717373	lincRNA	1
ENSDARG00000034326	ing3	4	9668634	9679879	protein_coding	2
ENSDARG00000094512		12	30603068	30653680	protein_coding	2
ENSDARG00000006456	pdgfrl	14	31228750	31235825	protein_coding	1
ENSDARG00000032199	gpc3	14	32047588	32335756	protein_coding	3
ENSDARG00000022599	dnpep	6	13806902	13830936	protein_coding	4
ENSDARG00000040162	FGFBP3	17	23128755	23132148	protein_coding	2
ENSDARG00000036186	mbpa	19	22298344	22316927	protein_coding	11
ENSDARG00000096404	si:ch211-222o17.1	18	46268823	46270971	processed_transcript	1
ENSDARG00000024588	gpc5	22	15584474	15649468	protein_coding	2
